FFT_EMG0R_P1,FFT_EMG0R_P2,FFT_EMG0R_P3,FFT_EMG4R_P1,FFT_EMG4R_P2,FFT_EMG4R_P3,FFT_ALY_P1,FFT_ALY_P2,FFT_ALY_P3,FFT_GLY_P1,FFT_GLY_P2,FFT_GLY_P3,FFT_GLZ_P1,FFT_GLZ_P2,FFT_GLZ_P3,PSD_EMG4L_P1,PSD_EMG4L_P2,PSD_EMG4L_P3,PSD_EMG0L_P1,PSD_EMG0L_P2,PSD_EMG0L_P3,PSD_EMG1L_P1,PSD_EMG1L_P2,PSD_EMG1L_P3,PSD_EMG3R_P1,PSD_EMG3R_P2,PSD_EMG3R_P3,PSD_EMG5L_P1,PSD_EMG5L_P2,PSD_EMG5L_P3,DWT_EMG5L_P1,DWT_EMG5L_P2,DWT_EMG5L_P3,DWT_EMG0R_P1,DWT_EMG0R_P2,DWT_EMG0R_P3,DWT_EMG4R_P1,DWT_EMG4R_P2,DWT_EMG4R_P3,DWT_OYR_P1,DWT_EMG4R_P2,DWT_EMG4R_P3,DWT_EMG4L_P1,DWT_EMG4L_P2,DWT_EMG4L_P3,RMS_GRX,RMS_GRY,RMS_GLZ,RMS_GRZ,RMS_ALX,STD_EMG5L,STD_EMG6L,STD_EMG7L,STD_EMG4L,STD_EMG0R
0,0,0,11,0,0,0.533257,0.233624,0.0706252,13.1449,12.4459,12.3971,13.1449,12.4459,12.3971,25.6676,25.6676,25.6675,34.1057,34.1057,34.1057,34.1593,34.1593,34.1593,3.0103,3.01024,3.01008,27.7159,27.7158,27.7158,14.037,4.25556,1.14673,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,66.3603,64.5176,31.5416,1.125,1.125,29.3951,1.125,0.667485,18.9288,15.5629,19.8244,27.1707,0
0,0,0,11,0,0,0.483247,0.211243,0.065463,14.0748,9.02574,8.4455,14.0748,9.02574,8.4455,30.5414,30.5414,30.5413,31.8559,31.8559,31.8559,29.4938,29.4938,29.4938,3.0103,3.01024,3.01008,26.1168,26.1168,26.1168,43.663,28.3775,27.0979,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,28.4213,24.5329,13.1526,1.125,1.125,16.5827,1.125,0.713309,18.4226,16.9188,22.6254,30.7265,0
0,0,0,11,0,0,0.539095,0.255423,0.0810712,16.9069,15.0798,14.4668,16.9069,15.0798,14.4668,27.6009,27.6009,27.6009,29.3921,29.3921,29.392,29.1739,29.1739,29.1739,3.0103,3.01024,3.01008,29.1122,29.1122,29.1122,34.1236,29.9405,29.296,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,63.5023,58.9948,26.392,1.125,1.125,32.8528,1.125,0.670246,30.0699,12.8026,19.5057,27.4483,0
0,0,0,11,0,0,0.530046,0.23017,0.0663046,13.9611,12.8428,12.6287,13.9611,12.8428,12.6287,27.0266,27.0266,27.0266,31.6926,31.6926,31.6926,29.4187,29.4187,29.4187,3.0103,3.01024,3.01008,28.7637,28.7637,28.7637,96.9276,60.1673,4.26862,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,49.6456,35.4991,34.9162,1.125,1.125,29.0965,1.125,0.667583,29.9413,15.4016,25.5621,26.1452,0
0,0,0,11,0,0,0.515332,0.264871,0.0770273,17.5687,15.5205,15.3475,17.5687,15.5205,15.3475,18.6837,18.6837,18.6837,29.9721,29.972,29.972,32.3944,32.3944,32.3943,3.0103,3.01024,3.01008,28.2509,28.2509,28.2509,53.5916,15.5711,13.5154,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,24.8827,11.2325,5.09288,1.125,1.125,25.4913,1.125,0.709282,21.8202,15.665,26.2955,12.8367,0
0,0,0,11,0,0,0.504319,0.248389,0.0647218,15.0778,13.4151,9.72838,15.0778,13.4151,9.72838,22.4939,22.4939,22.4939,29.3004,29.3004,29.3004,25.2234,25.2233,25.2233,3.0103,3.01024,3.01008,24.0852,24.0852,24.0852,71.8369,33.1848,25.4296,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,82.801,33.1419,22.3809,1.125,1.125,21.5597,1.125,0.708116,19.2723,19.5094,21.4305,22.8909,0
0,0,0,11,0,0,0.483105,0.218503,0.0588933,13.7863,10.3213,9.47927,13.7863,10.3213,9.47927,22.0355,22.0355,22.0355,23.4139,23.4139,23.4138,26.0046,26.0046,26.0045,3.0103,3.01024,3.01008,25.1936,25.1936,25.1936,35.5063,28.0186,20.481,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,29.864,23.7262,16.4998,1.125,1.125,18.9407,1.125,0.731942,19.6497,15.9449,24.4173,14.6747,0
0,0,0,11,0,0,0.485156,0.206712,0.0589793,14.5863,14.3203,10.0174,14.5863,14.3203,10.0174,21.7803,21.7802,21.7801,30.9602,30.9602,30.9601,34.4559,34.4559,34.4559,3.0103,3.01024,3.01008,25.1849,25.1849,25.1849,20.8576,8.58458,5.62261,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,7.68775,3.51818,3.22274,1.125,1.125,24.55,1.125,0.73179,17.0792,10.5539,27.948,18.9142,0
0,0,0,11,0,0,0.497537,0.220723,0.0514947,18.5084,17.3659,12.5916,18.5084,17.3659,12.5916,14.8303,14.8302,14.8302,31.6941,31.6941,31.694,29.3974,29.3974,29.3974,3.0103,3.01024,3.01008,23.385,23.385,23.385,80.8575,8.70255,2.5203,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,40.0784,28.0896,21.9696,1.125,1.125,28.2983,1.125,0.721798,19.5246,15.619,20.0053,12.7766,0
1.11111,0.540418,0.505808,1.11111,0.773745,0.671162,0.555002,0.319726,0.105699,18.4878,14.6103,10.8536,18.4878,14.6103,10.8536,13.3454,13.3454,13.3454,26.1579,26.1579,26.1579,28.9069,28.9069,28.9069,3.28827,3.28821,3.28804,10.3203,10.3203,10.3203,7.64749,1.0776,0.608657,1.19716,0.894545,-0.203506,1.59031,1.07322,0.257691,2.31693,2.30739,2.30121,9.5957,3.86034,1.9847,4.99464,4.99464,27.0841,4.99464,0.717581,3.52194,5.07768,24.7858,6.47864,0.982164
